img_name,raw_height,raw_width,X,Y,D
train_1146,1424,2144,370,17,1388
train_1147,1424,2144,370,17,1388
train_1148,1424,2144,370,18,1388
train_1149,1424,2144,371,20,1386
train_115,1424,2144,370,18,1388
train_1150,1424,2144,371,19,1386
train_1151,1424,2144,370,18,1388
train_1152,1424,2144,371,18,1388
train_1153,1424,2144,370,18,1388
train_1154,1424,2144,370,18,1388
train_1155,1424,2144,370,18,1388
train_1156,1424,2144,370,18,1388
train_1157,1424,2144,370,18,1388
train_1158,1424,2144,370,18,1388
train_1159,1424,2144,370,18,1388
train_116,1424,2144,369,17,1388
train_1160,1424,2144,370,18,1388
train_1161,1424,2144,370,18,1388
train_1162,1424,2144,370,18,1388
train_1163,1424,2144,370,18,1388
train_1164,1424,2144,370,18,1388
train_1165,1424,2144,370,18,1388
train_1166,1424,2144,371,18,1388
train_1167,1424,2144,371,18,1388
train_1168,1424,2144,370,18,1388
train_1169,1424,2144,370,17,1388
train_117,1424,2144,370,17,1388
train_1170,1424,2144,370,18,1388
train_1171,1424,2144,371,18,1390
train_1172,1424,2144,371,19,1386
train_1173,1424,2144,370,18,1388
train_1174,1424,2144,370,18,1388
train_1175,1424,2144,370,18,1388
train_1176,1424,2144,371,18,1388
train_1177,1424,2144,370,18,1388
train_1178,1424,2144,370,18,1388
train_1179,1424,2144,370,18,1388
train_118,1424,2144,370,18,1388
train_1180,1424,2144,370,18,1388
train_1181,1424,2144,370,18,1388
train_1182,1424,2144,370,17,1388
train_1183,1424,2144,370,18,1388
train_1184,1424,2144,371,18,1386
train_1185,1424,2144,370,18,1388
train_1186,1424,2144,370,18,1388
train_1187,1424,2144,371,18,1386
train_1188,1424,2144,370,20,1386
train_1189,1424,2144,371,18,1386
train_119,1424,2144,371,18,1388
train_1190,1424,2144,371,19,1386
train_1191,1424,2144,370,18,1388
train_1192,1424,2144,370,18,1388
train_1193,1424,2144,371,18,1388
train_1194,1424,2144,370,17,1388
train_1195,1424,2144,371,19,1386
train_1196,1424,2144,371,18,1388
train_1197,1424,2144,370,18,1388
train_1198,1424,2144,371,18,1388
train_1199,1424,2144,370,17,1390
train_12,1424,2144,371,18,1388
train_120,1424,2144,371,18,1388
train_1200,1424,2144,370,18,1388
train_1201,1424,2144,370,18,1388
train_1202,1424,2144,371,18,1388
train_1203,1424,2144,370,18,1388
train_1204,1424,2144,371,17,1388
train_1205,1424,2144,372,19,1386
train_1206,1424,2144,370,17,1388
train_1207,1424,2144,371,18,1388
train_1208,1424,2144,371,19,1386
train_1209,1424,2144,371,18,1386
train_121,1424,2144,370,18,1388
train_1210,1424,2144,370,17,1388
train_1211,1424,2144,370,19,1386
train_1212,1424,2144,371,16,1392
train_1213,1424,2144,370,17,1388
train_1214,1424,2144,371,18,1386
train_1215,1424,2144,370,16,1390
train_1216,1424,2144,371,18,1386
train_1217,1424,2144,371,19,1386
train_1218,1424,2144,371,18,1388
train_1219,1424,2144,371,18,1388
train_122,1424,2144,371,18,1388
train_1220,1424,2144,370,18,1388
train_1221,1424,2144,371,18,1388
train_1222,1424,2144,371,18,1388
train_1223,1424,2144,371,18,1388
train_1224,1424,2144,370,18,1388
train_1225,1424,2144,370,18,1388
train_1226,1424,2144,370,18,1388
train_1227,1424,2144,370,18,1388
train_1228,1424,2144,370,18,1388
train_1229,1424,2144,370,18,1388
train_123,1424,2144,371,18,1388
train_1230,1424,2144,371,18,1388
train_1231,1424,2144,370,18,1388
train_1232,1424,2144,370,18,1388
train_1233,1424,2144,371,18,1386
train_1234,1424,2144,369,24,1376
train_1235,1424,2144,370,18,1388
train_1236,1424,2144,369,18,1388
train_1237,1424,2144,370,18,1386
train_1238,1424,2144,370,18,1388
train_1239,1424,2144,371,18,1386
train_124,1424,2144,370,17,1390
train_1240,1424,2144,370,17,1388
train_1241,1424,2144,371,18,1388
train_1242,1424,2144,371,18,1388
train_1243,1424,2144,370,18,1388
train_1244,1424,2144,370,18,1388
train_1245,1424,2144,371,18,1388
train_1246,1424,2144,370,18,1388
train_1247,1424,2144,370,18,1386
train_1248,1424,2144,371,18,1388
train_1249,1424,2144,371,18,1388
train_125,1424,2144,370,17,1390
train_1250,1424,2144,371,18,1388
train_1251,1424,2144,372,20,1386
train_1252,1424,2144,371,19,1386
train_1253,1424,2144,371,18,1388
train_1254,1424,2144,371,18,1388
train_1255,1424,2144,371,18,1386
train_1256,1424,2144,371,18,1388
train_1257,1424,2144,371,18,1388
train_1258,1424,2144,371,18,1388
train_1259,1424,2144,371,18,1388
train_126,1424,2144,370,18,1388
train_1260,1424,2144,370,18,1388
train_1261,1424,2144,371,19,1388
train_1262,1424,2144,371,18,1388
train_1263,1424,2144,370,18,1388
train_1264,1424,2144,371,18,1388
train_1265,1424,2144,371,19,1388
train_1266,1424,2144,371,19,1386
train_1267,1424,2144,371,18,1388
train_1268,1424,2144,370,18,1388
train_1269,1424,2144,370,19,1388
train_127,1424,2144,369,16,1390
train_1270,1424,2144,371,16,1392
train_1271,1424,2144,375,21,1389
train_1272,1424,2144,371,18,1388
train_1273,1424,2144,371,19,1386
train_1274,1424,2144,375,23,1387
train_1275,1424,2144,371,18,1388
train_1276,1424,2144,369,14,1390
train_1277,1424,2144,370,18,1388
train_1278,1424,2144,370,18,1388
train_1279,1424,2144,371,18,1388
train_128,1424,2144,370,17,1390
train_1280,1424,2144,371,18,1388
train_1281,1424,2144,370,17,1388
train_1282,1424,2144,371,19,1386
train_1283,1424,2144,371,19,1386
train_1284,1424,2144,371,18,1388
train_1285,1424,2144,371,18,1388
train_1286,1424,2144,374,2,1418
train_1287,1424,2144,370,18,1388
train_1288,1424,2144,369,19,1388
train_1289,1424,2144,371,19,1386
train_129,1424,2144,370,18,1388
train_1290,1424,2144,371,18,1388
train_1291,1424,2144,370,18,1388
train_1292,1424,2144,370,17,1390
train_1293,1424,2144,370,17,1390
train_1294,1424,2144,370,18,1388
train_1295,1424,2144,371,18,1388
train_1296,1424,2144,370,16,1390
train_1297,1424,2144,372,20,1386
train_1298,1424,2144,371,17,1388
train_1299,1424,2144,370,18,1388
train_13,1424,2144,373,8,1406
train_130,1424,2144,370,17,1390
train_1300,1424,2144,370,17,1388
train_1301,1424,2144,371,19,1386
train_1302,1424,2144,371,19,1386
train_1303,1424,2144,370,17,1388
train_1304,1424,2144,370,19,1386
train_1305,1424,2144,371,18,1388
train_1306,1424,2144,371,18,1388
train_1307,1424,2144,371,18,1386
train_1308,1424,2144,370,18,1388
train_1309,1424,2144,370,17,1388
train_131,1424,2144,370,17,1390
train_1310,1424,2144,371,18,1388
train_1311,1424,2144,371,18,1388
train_1312,1424,2144,372,18,1386
train_1313,1424,2144,371,17,1388
train_1314,1424,2144,369,17,1390
train_1315,1424,2144,371,16,1392
train_1316,1424,2144,370,17,1388
train_1317,1424,2144,371,18,1388
train_1318,1424,2144,371,17,1388
train_1319,1424,2144,372,18,1386
train_132,1424,2144,370,17,1390
train_1320,1424,2144,371,18,1386
train_1321,1424,2144,371,17,1388
train_1322,1424,2144,371,18,1388
train_1323,1424,2144,371,16,1390
train_1324,1424,2144,371,18,1388
train_1325,1424,2144,371,18,1388
train_1326,1424,2144,371,18,1386
train_1327,1424,2144,370,17,1388
train_1328,1424,2144,370,16,1390
train_1329,1424,2144,371,18,1386
train_133,1424,2144,371,18,1388
train_1330,1424,2144,371,18,1388
train_1331,1424,2144,370,17,1388
train_1332,1424,2144,371,18,1386
train_1333,1424,2144,371,18,1386
train_1334,1424,2144,370,17,1388
train_1335,1424,2144,370,17,1388
train_1336,1424,2144,370,17,1390
train_1337,1424,2144,370,18,1388
train_1338,1424,2144,371,18,1386
train_1339,1424,2144,369,17,1390
train_134,1424,2144,370,17,1390
train_1340,1424,2144,371,18,1388
train_1341,1424,2144,370,18,1388
train_1342,1424,2144,370,17,1388
train_1343,1424,2144,370,17,1388
train_1344,1424,2144,369,17,1388
train_1345,1424,2144,370,19,1386
train_1346,1424,2144,370,18,1388
train_1347,1424,2144,371,18,1386
train_1348,1424,2144,370,18,1388
train_1349,1424,2144,370,18,1388
train_135,1424,2144,370,17,1390
train_1350,1424,2144,370,18,1388
train_1351,1424,2144,370,17,1388
train_1352,1424,2144,371,18,1388
train_1353,1424,2144,373,21,1391
train_1354,1424,2144,375,21,1389
train_1355,1424,2144,371,19,1386
train_1356,1424,2144,370,17,1390
train_1357,1424,2144,370,17,1390
train_1358,1424,2144,370,18,1388
train_1359,1424,2144,370,18,1388
train_136,1424,2144,371,18,1386
train_1360,1424,2144,370,18,1388
train_1361,1424,2144,370,17,1390
train_1362,1424,2144,369,17,1390
train_1363,1424,2144,370,17,1388
train_1364,1424,2144,370,18,1388
train_1365,1424,2144,370,18,1388
train_1366,1424,2144,370,17,1390
train_1367,1424,2144,370,18,1388
train_1368,1424,2144,370,19,1386
train_1369,1424,2144,370,18,1388
train_137,1424,2144,371,18,1388
train_1370,1424,2144,370,18,1388
train_1371,1424,2144,369,16,1390
train_1372,1424,2144,369,17,1390
train_1373,1424,2144,371,18,1388
train_1374,1424,2144,370,17,1390
train_1375,1424,2144,371,18,1388
train_1376,1424,2144,369,17,1390
train_1377,1424,2144,371,18,1388
train_1378,1424,2144,370,18,1388
train_1379,1424,2144,370,18,1388
train_138,1424,2144,371,17,1390
train_1380,1424,2144,370,18,1388
train_1381,1424,2144,370,18,1388
train_1382,1424,2144,370,17,1390
train_1383,1424,2144,369,17,1390
train_1384,1424,2144,371,18,1388
train_1385,1424,2144,370,19,1388
train_1386,1424,2144,370,16,1390
train_1387,1424,2144,369,18,1388
train_1388,1424,2144,370,18,1388
train_1389,1424,2144,369,16,1390
train_139,1424,2144,371,18,1388
train_1390,1424,2144,369,17,1390
train_1391,1424,2144,370,18,1388
train_1392,1424,2144,370,18,1388
train_1393,1424,2144,370,17,1390
train_1394,1424,2144,370,18,1388
train_1395,1424,2144,370,18,1388
train_1396,1424,2144,370,17,1388
train_1397,1424,2144,368,18,1390
train_1398,1424,2144,370,17,1390
train_1399,1424,2144,370,17,1390
train_14,1424,2144,370,17,1390
train_140,1424,2144,370,18,1388
train_1400,1424,2144,370,18,1388
train_1401,1424,2144,370,18,1388
train_1402,1424,2144,370,18,1388
train_1403,1424,2144,370,18,1386
train_1404,1424,2144,370,18,1388
train_1405,1424,2144,370,18,1388
train_1406,1424,2144,369,17,1390
train_1407,1424,2144,370,18,1388
train_1408,1424,2144,369,17,1390
train_1409,1424,2144,370,18,1388
train_141,1424,2144,372,19,1388
train_1410,1424,2144,371,18,1386
train_1411,1424,2144,371,18,1386
train_1412,1424,2144,370,18,1388
train_1413,1424,2144,370,18,1388
train_1414,1424,2144,370,18,1388
train_1415,1424,2144,371,18,1388
train_1416,1424,2144,371,18,1388
train_1417,1424,2144,371,16,1394
train_1418,1424,2144,370,17,1390
train_1419,1424,2144,370,18,1388
train_142,1424,2144,371,18,1388
train_1420,1424,2144,370,16,1390
train_1421,1424,2144,371,17,1390
train_1422,1424,2144,370,17,1388
train_1423,1424,2144,371,18,1388
train_1424,1424,2144,371,18,1388
train_1425,1424,2144,370,18,1388
train_1426,1424,2144,370,18,1388
train_1427,1424,2144,370,17,1388
train_1428,1424,2144,370,18,1388
train_1429,1424,2144,370,19,1388
train_143,1424,2144,371,19,1386
train_1430,1424,2144,369,15,1390
train_1431,1424,2144,370,18,1388
train_1432,1424,2144,371,20,1386
train_1433,1424,2144,371,19,1388
train_1434,1424,2144,371,18,1386
train_1435,1424,2144,371,18,1388
train_1436,1424,2144,371,18,1388
train_1437,1424,2144,370,18,1388
train_1438,1424,2144,370,18,1388
train_1439,1424,2144,371,18,1388
train_144,1424,2144,370,18,1388
train_1440,1424,2144,370,17,1388
train_1441,1424,2144,371,19,1386
train_1442,1424,2144,371,19,1386
train_1443,1424,2144,370,18,1388
train_1444,1424,2144,370,17,1388
train_1445,1424,2144,371,18,1388
train_1446,1424,2144,370,18,1388
train_1447,1424,2144,370,19,1386
train_1448,1424,2144,372,20,1386
train_1449,1424,2144,371,18,1388
train_145,1424,2144,371,18,1388
train_1450,1424,2144,371,18,1386
train_1451,1424,2144,370,18,1388
train_1452,1424,2144,371,18,1386
train_1453,1424,2144,375,21,1389
train_1454,1424,2144,370,18,1388
train_1455,1424,2144,371,18,1388
train_1456,1424,2144,371,18,1386
train_1457,1424,2144,371,18,1386
train_1458,1424,2144,371,19,1386
train_1459,1424,2144,371,18,1388
train_146,1424,2144,370,20,1386
train_1460,1424,2144,371,18,1386
train_1461,1424,2144,370,18,1386
train_1462,1424,2144,369,17,1390
train_1463,1424,2144,370,18,1388
train_1464,1424,2144,370,18,1388
train_1465,1424,2144,370,17,1388
train_1466,1424,2144,371,19,1386
train_1467,1424,2144,371,18,1386
train_1468,1424,2144,370,18,1388
train_1469,1424,2144,371,17,1388
train_147,1424,2144,371,18,1388
train_1470,1424,2144,371,18,1386
train_1471,1424,2144,371,18,1388
train_1472,1424,2144,371,18,1386
train_1473,1424,2144,370,18,1388
train_1474,1424,2144,370,16,1390
train_1475,1424,2144,370,18,1388
train_1476,1424,2144,371,18,1388
train_1477,1424,2144,372,14,1388
train_1478,1424,2144,372,17,1384
train_1479,1424,2144,370,14,1388
train_148,1424,2144,370,18,1388
train_1480,1424,2144,372,14,1388
train_1481,1424,2144,371,14,1388
train_1482,1424,2144,371,14,1388
train_1483,1424,2144,373,17,1384
train_1484,1424,2144,371,14,1388
train_1485,1424,2144,372,15,1386
train_1486,1424,2144,372,15,1388
train_1487,1424,2144,372,15,1386
train_1488,1424,2144,373,15,1386
train_1489,1424,2144,374,21,1386
train_149,1424,2144,370,17,1388
train_1490,1424,2144,372,21,1388
train_1491,1424,2144,374,16,1396
train_1492,1424,2144,373,21,1386
train_1493,1424,2144,377,25,1387
train_1494,2848,4288,272,-282,3406
train_1495,2848,4288,98,-463,3794
train_1496,2848,4288,271,-283,3410
train_1497,2848,4288,272,-282,3410
train_1498,2848,4288,272,-283,3410
train_1499,2848,4288,272,-283,3410
train_15,1424,2144,370,18,1388
train_150,1424,2144,373,23,1389
train_1500,2848,4288,274,-281,3408
train_1501,2848,4288,274,-279,3406
train_1502,2848,4288,265,-294,3424
train_1503,2848,4288,272,-282,3410
train_1504,2848,4288,273,-282,3410
train_1505,2848,4288,271,-283,3410
train_1506,2848,4288,278,-278,3408
train_1507,2848,4288,278,-278,3408
train_1508,2848,4288,264,-297,3422
train_1509,2848,4288,272,-282,3408
train_151,1424,2144,371,17,1388
train_1510,2848,4288,272,-283,3408
train_1511,2848,4288,273,-282,3406
train_1512,2848,4288,272,-282,3410
train_1513,2848,4288,272,-282,3412
train_1514,2848,4288,273,-283,3410
train_1515,2848,4288,272,-282,3408
train_1516,2848,4288,271,-281,3410
train_1517,2848,4288,274,-281,3406
train_1518,2848,4288,272,-285,3410
train_1519,2848,4288,271,-285,3410
train_152,1424,2144,370,18,1388
train_1520,2848,4288,272,-283,3410
train_1521,2848,4288,273,-285,3412
train_1522,2848,4288,272,-284,3410
train_1523,2848,4288,272,-285,3410
train_1524,2848,4288,272,-284,3410
train_1525,2848,4288,273,-284,3410
train_1526,2848,4288,273,-281,3406
train_1527,2848,4288,274,-293,3430
train_1528,2848,4288,270,-285,3412
train_1529,2848,4288,271,-284,3410
train_153,1424,2144,371,18,1388
train_1530,2848,4288,272,-284,3410
train_1531,2848,4288,272,-283,3410
train_1532,2848,4288,273,-283,3408
train_1533,2848,4288,273,-283,3408
train_1534,2848,4288,274,-281,3408
train_1535,2848,4288,271,-285,3410
train_1536,2848,4288,271,-285,3410
train_1537,2848,4288,271,-286,3412
train_1538,2848,4288,272,-285,3408
train_1539,2848,4288,270,-284,3410
train_154,1424,2144,371,18,1388
train_1540,2848,4288,272,-285,3410
train_1541,2848,4288,271,-285,3412
train_1542,2848,4288,269,-285,3412
train_1543,2848,4288,270,-286,3412
train_1544,2848,4288,271,-287,3414
train_1545,2848,4288,278,-278,3404
train_1546,2848,4288,272,-284,3408
train_1547,2848,4288,272,-284,3408
train_1548,2848,4288,272,-282,3408
train_1549,2848,4288,273,-285,3410
train_155,1424,2144,370,16,1390
train_1550,2848,4288,272,-284,3408
train_1551,2848,4288,273,-283,3406
train_1552,2848,4288,273,-281,3404
train_1553,2848,4288,271,-285,3408
train_1554,2848,4288,271,-286,3410
train_1555,2848,4288,272,-285,3408
train_1556,2848,4288,272,-284,3408
train_1557,2848,4288,271,-285,3410
train_1558,2848,4288,271,-286,3408
train_1559,2848,4288,272,-285,3408
train_156,1424,2144,375,21,1389
train_1560,2848,4288,272,-283,3412
train_1561,2848,4288,272,-284,3408
train_1562,2848,4288,272,-285,3408
train_1563,2848,4288,273,-283,3404
train_1564,2848,4288,272,-285,3408
train_1565,2848,4288,271,-286,3410
train_1566,2848,4288,278,-283,3413
train_1567,2848,4288,274,-284,3408
train_1568,2848,4288,273,-285,3408
train_1569,2848,4288,271,-285,3412
train_157,1424,2144,370,19,1388
train_1570,2848,4288,272,-284,3408
train_1571,2848,4288,272,-286,3410
train_1572,2848,4288,273,-286,3408
train_1573,2848,4288,274,-285,3406
train_1574,2848,4288,273,-287,3408
train_1575,2848,4288,274,-285,3406
train_1576,2848,4288,275,-285,3406
train_1577,2848,4288,274,-285,3406
train_1578,2848,4288,272,-285,3410
train_1579,2848,4288,273,-286,3408
train_158,1424,2144,371,16,1392
train_1580,2848,4288,273,-285,3410
train_1581,2848,4288,273,-286,3408
train_1582,2848,4288,272,-287,3410
train_1583,2848,4288,274,-285,3406
train_1584,2848,4288,273,-287,3408
train_1585,2848,4288,269,-285,3416
train_1586,2848,4288,272,-290,3416
train_1587,2848,4288,273,-287,3412
train_1588,2848,4288,273,-286,3408
train_1589,2848,4288,269,-294,3416
train_159,1424,2144,371,18,1388
train_1590,2848,4288,273,-285,3408
train_1591,2848,4288,272,-286,3410
train_1592,2848,4288,273,-288,3414
train_1593,2848,4288,274,-285,3408
train_1594,2848,4288,273,-286,3410
train_1595,2848,4288,272,-287,3412
train_1596,2848,4288,275,-288,3412
train_1597,2848,4288,274,-287,3410
train_1598,2848,4288,273,-286,3410
train_1599,2848,4288,276,-282,3410
train_16,1424,2144,370,18,1388
train_160,1424,2144,370,17,1390
train_1600,2848,4288,273,-287,3412
train_1601,2848,4288,273,-286,3410
train_1602,2848,4288,275,-284,3408
train_1603,2848,4288,274,-286,3410
train_1604,2848,4288,276,-283,3408
train_1605,2848,4288,274,-285,3410
train_1606,2848,4288,274,-282,3410
train_1607,2848,4288,274,-284,3410
train_1608,2848,4288,275,-284,3410
train_1609,2848,4288,275,-285,3410
train_161,1424,2144,372,18,1386
train_1610,2848,4288,274,-287,3412
train_1611,2848,4288,274,-282,3410
train_1612,2848,4288,275,-284,3408
train_1613,2848,4288,275,-286,3412
train_1614,2848,4288,275,-284,3406
train_1615,2848,4288,275,-285,3406
train_1616,2848,4288,273,-286,3408
train_1617,2848,4288,273,-285,3412
train_1618,2848,4288,274,-286,3414
train_1619,2848,4288,274,-286,3408
train_162,1424,2144,371,18,1386
train_1620,2848,4288,274,-287,3414
train_1621,2848,4288,264,-300,3426
train_1622,2848,4288,274,-286,3410
train_1623,2848,4288,273,-285,3410
train_1624,2848,4288,273,-287,3412
train_1625,2848,4288,283,-283,3408
train_1626,2848,4288,272,-289,3414
train_1627,2848,4288,274,-286,3412
train_1628,2848,4288,275,-284,3408
train_1629,2848,4288,275,-284,3410
train_163,1424,2144,371,14,1396
train_1630,2848,4288,275,-285,3408
train_1631,2848,4288,275,-285,3408
train_1632,2848,4288,274,-287,3410
train_1633,2848,4288,273,-287,3410
train_1634,2848,4288,284,-329,3512
train_1635,2848,4288,274,-284,3408
train_1636,2848,4288,274,-286,3412
train_1637,2848,4288,273,-287,3410
train_1638,2848,4288,276,-284,3408
train_1639,2848,4288,276,-286,3410
train_164,1424,2144,373,21,1391
train_1640,2848,4288,283,-283,3408
train_1641,2848,4288,276,-283,3406
train_1642,2848,4288,275,-286,3410
train_1643,2848,4288,274,-286,3410
train_1644,2848,4288,273,-286,3412
train_1645,2848,4288,276,-287,3412
train_1646,2848,4288,276,-286,3408
train_1647,2848,4288,276,-286,3412
train_1648,2848,4288,275,-289,3414
train_1649,2848,4288,276,-285,3408
train_165,1424,2144,375,23,1389
train_1650,2848,4288,276,-286,3410
train_1651,2848,4288,275,-290,3420
train_1652,2848,4288,278,-282,3404
train_1653,2848,4288,277,-284,3408
train_1654,2848,4288,283,-283,3408
train_1655,2848,4288,278,-286,3410
train_1656,2848,4288,275,-286,3410
train_1657,2848,4288,275,-287,3412
train_1658,2848,4288,274,-287,3412
train_1659,2848,4288,277,-286,3408
train_166,1424,2144,371,18,1388
train_1660,2848,4288,278,-284,3406
train_1661,2848,4288,273,-288,3414
train_1662,2848,4288,277,-286,3412
train_1663,2848,4288,276,-284,3408
train_1664,2848,4288,278,-279,3410
train_1665,2848,4288,277,-287,3410
train_1666,2848,4288,277,-286,3408
train_1667,2848,4288,278,-285,3408
train_1668,2848,4288,275,-287,3410
train_1669,2848,4288,275,-289,3412
train_167,1424,2144,371,14,1394
train_1670,2848,4288,277,-286,3410
train_1671,2848,4288,277,-287,3410
train_1672,2848,4288,276,-285,3410
train_1673,2848,4288,276,-286,3410
train_1674,2848,4288,278,-284,3408
train_1675,2848,4288,277,-286,3408
train_1676,2848,4288,277,-286,3410
train_1677,2848,4288,278,-288,3410
train_1678,2848,4288,277,-285,3408
train_1679,2848,4288,275,-288,3412
train_168,1424,2144,375,21,1389
train_1680,2848,4288,277,-297,3434
train_1681,2848,4288,276,-287,3412
train_1682,2848,4288,275,-287,3412
train_1683,2848,4288,276,-286,3408
train_1684,2848,4288,276,-284,3408
train_1685,2848,4288,276,-287,3410
train_1686,2848,4288,272,-288,3410
train_1687,2848,4288,272,-287,3408
train_1688,2848,4288,272,-288,3412
train_1689,2848,4288,273,-286,3408
train_169,1424,2144,370,18,1388
train_1690,2848,4288,98,-471,3794
train_1691,2848,4288,272,-288,3410
train_1692,2848,4288,271,-289,3410
train_1693,2848,4288,272,-288,3410
train_1694,2848,4288,272,-287,3408
train_1695,2848,4288,274,-287,3410
train_1696,2848,4288,275,-294,3426
train_1697,2848,4288,274,-286,3410
train_1698,2848,4288,274,-284,3410
train_1699,2848,4288,275,-303,3450
train_17,1424,2144,370,17,1390
train_170,1424,2144,370,17,1390
train_1700,2848,4288,273,-281,3412
train_1701,2848,4288,268,-297,3420
train_1702,2848,4288,272,-284,3412
train_1703,2848,4288,269,-282,3406
train_1704,2848,4288,270,-284,3408
train_1705,2848,4288,271,-285,3408
train_1706,2848,4288,270,-284,3408
train_1707,2848,4288,271,-284,3408
train_1708,2848,4288,271,-284,3408
train_1709,2848,4288,270,-286,3408
train_171,1424,2144,371,19,1386
train_1710,2848,4288,268,-288,3412
train_1711,2848,4288,269,-287,3410
train_1712,2848,4288,278,-283,3408
train_1713,2848,4288,94,-467,3794
train_1714,2848,4288,268,-286,3410
train_1715,2848,4288,267,-286,3412
train_1716,2848,4288,273,-286,3412
train_1717,2848,4288,272,-284,3408
train_1718,2848,4288,273,-284,3408
train_1719,2848,4288,272,-285,3408
train_172,1424,2144,370,17,1388
train_1720,2848,4288,267,-282,3418
train_1721,2848,4288,278,-283,3413
train_1722,2848,4288,272,-284,3412
train_1723,2848,4288,271,-284,3412
train_1724,2848,4288,271,-286,3412
train_1725,2848,4288,271,-285,3408
train_1726,2848,4288,270,-286,3410
train_1727,2848,4288,271,-290,3418
train_1728,2848,4288,272,-276,3406
train_1729,2848,4288,270,-278,3408
train_173,1424,2144,370,18,1388
train_1730,2848,4288,269,-279,3410
train_1731,2848,4288,268,-280,3412
train_1732,2848,4288,271,-276,3406
train_1733,2848,4288,270,-277,3408
train_1734,2848,4288,269,-279,3410
train_1735,2848,4288,267,-278,3412
train_1736,2848,4288,270,-280,3410
train_1737,2848,4288,268,-280,3412
train_1738,2848,4288,269,-278,3408
train_1739,2848,4288,267,-284,3416
train_174,1424,2144,371,18,1388
train_1740,2848,4288,271,-277,3408
train_1741,1536,2048,287,28,1470
train_1742,1536,2048,286,27,1472
train_1743,1536,2048,288,27,1470
train_1744,1536,2048,287,29,1470
train_1745,1536,2048,287,27,1470
train_1746,1536,2048,287,27,1472
train_1747,1536,2048,286,28,1472
train_1748,1536,2048,288,28,1470
train_1749,1536,2048,287,27,1472
train_175,1424,2144,371,17,1388
train_1750,1536,2048,287,28,1470
train_1751,1536,2048,287,29,1470
train_1752,1536,2048,287,27,1472
train_1753,1536,2048,287,25,1472
train_1754,1536,2048,288,28,1470
train_1755,1536,2048,286,28,1472
train_1756,1536,2048,287,27,1472
train_1757,1536,2048,286,29,1470
train_1758,1536,2048,285,27,1472
train_1759,1536,2048,288,28,1470
train_176,1424,2144,371,18,1388
train_1760,1536,2048,285,26,1472
train_1761,1536,2048,287,29,1470
train_1762,1536,2048,287,30,1470
train_1763,1536,2048,288,30,1474
train_1764,1536,2048,287,27,1470
train_1765,1536,2048,287,26,1472
train_1766,1536,2048,287,27,1470
train_1767,1536,2048,287,29,1470
train_1768,1536,2048,289,29,1468
train_1769,1536,2048,287,27,1470
train_177,1424,2144,370,17,1388
train_1770,1536,2048,285,28,1472
train_1771,1536,2048,288,29,1468
train_1772,1536,2048,286,29,1470
train_1773,1536,2048,286,28,1472
train_1774,1536,2048,288,28,1470
train_1775,1536,2048,288,28,1470
train_1776,1536,2048,287,29,1470
train_1777,1536,2048,287,27,1472
train_1778,1536,2048,286,27,1470
train_1779,1536,2048,287,28,1470
train_178,1424,2144,370,17,1388
train_1780,1536,2048,288,28,1470
train_1781,1536,2048,285,27,1472
train_1782,1536,2048,288,29,1468
train_1783,1536,2048,285,27,1472
train_1784,1536,2048,286,27,1472
train_1785,1536,2048,286,27,1472
train_1786,1536,2048,286,27,1472
train_1787,1536,2048,288,28,1470
train_1788,1536,2048,286,27,1472
train_1789,1536,2048,288,30,1472
train_179,1424,2144,371,17,1390
train_1790,1536,2048,287,28,1470
train_1791,1536,2048,286,28,1472
train_1792,1536,2048,287,27,1470
train_1793,1536,2048,292,30,1472
train_1794,1536,2048,287,29,1470
train_1795,1536,2048,286,27,1472
train_1796,1536,2048,288,28,1470
train_1797,1536,2048,285,26,1472
train_1798,1536,2048,286,26,1472
train_1799,1536,2048,286,27,1472
train_18,1424,2144,371,18,1388
train_180,1424,2144,370,17,1388
train_1800,1536,2048,287,27,1472
train_1801,1536,2048,285,27,1472
train_1802,1536,2048,286,28,1470
train_1803,1536,2048,287,27,1472
train_1804,1536,2048,287,28,1470
train_1805,1536,2048,287,27,1472
train_1806,1536,2048,287,29,1468
train_1807,1536,2048,286,28,1472
train_1808,1536,2048,287,28,1470
train_1809,1536,2048,286,27,1472
train_181,1424,2144,371,18,1388
train_1810,1536,2048,287,27,1470
train_1811,1536,2048,288,29,1468
train_1812,1536,2048,287,28,1470
train_1813,1536,2048,287,27,1472
train_1814,1536,2048,288,28,1470
train_1815,1536,2048,287,29,1470
train_1816,1536,2048,288,27,1470
train_1817,1536,2048,287,27,1472
train_1818,1536,2048,287,28,1470
train_1819,1536,2048,287,29,1470
train_182,1424,2144,371,18,1388
train_1820,1536,2048,287,27,1470
train_1821,1536,2048,287,29,1470
train_1822,1536,2048,287,26,1472
train_1823,1536,2048,287,27,1470
train_1824,1536,2048,288,29,1468
train_1825,1536,2048,290,30,1474
train_1826,1536,2048,285,29,1472
train_1827,1536,2048,286,28,1472
train_1828,1536,2048,287,29,1470
train_1829,1536,2048,286,27,1472
train_183,1424,2144,370,16,1390
train_1830,1536,2048,286,28,1472
train_1831,1536,2048,288,28,1468
train_1832,1536,2048,286,28,1472
train_1833,1536,2048,286,28,1472
train_1834,1536,2048,288,28,1470
train_1835,1536,2048,286,29,1470
train_1836,1536,2048,287,28,1470
